,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza privada,Salud humana privada,Servicios veterinarios,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
"Tubos y transmisores de radio, TV y telefonía",2.8871305461881895e-06,6.098855232316427e-06,8.70987556605604e-06,2.736306911968766e-06,2.6564020680956923e-06,2.4563908021510113e-05,2.5164869614817715e-05,2.5724046309361923e-06,5.838253521488568e-07,6.774024170330965e-05,0.00014441999820297185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009358837797525428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001277292554966534,0.0,0.0,0.0,0.0006609504224112067,0.0037422548179804984,0.0,0.0,0.028201613090640343,0.01032078490735187,0.044154464801625416,0.032898752132634365,0.0026202300441810593,0.0,0.0,0.25633675348297613,0.013674427702163478,0.025661234978184098,0.0,0.0,0.0,0.01690743929640459,0.0,0.0,0.0,0.0,0.0,0.0,0.019099777755681183,0.0001930967434220562,0.0004769957225810157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015117842398753746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07471812242875883,0.008211361946638242,0.00015613482866513826
Receptores de radio y TV,2.154937583152483e-06,4.950835423880394e-06,4.048252023659849e-06,1.9400605588323582e-06,2.125121654476554e-06,3.6372137824088864e-06,2.370782613368499e-06,1.9315920894218384e-06,5.838253521488568e-07,1.5403245914948552e-05,2.7121888895019735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009504155750941797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015011801510423785,0.0,0.0008861212371445808,0.0,0.016817872342971243,0.0,0.0,0.0,9.317729555176285e-06,0.0,0.0,0.0,0.05877247995017036,0.001117183729928006,0.048980302439220774,0.0001319555585655269,0.0,0.0,0.0,0.0,0.014286695322409842,0.0,0.0,0.0,0.00031662570409037483,0.0005483027488866069,0.001567591267002384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8951903548243305e-05,0.0,0.0,0.0,0.0,5.414913794989986e-05,0.0,0.0,0.0,0.0,0.0018180950590853252,6.363721190488657e-05,0.002623031510151739
"Instrumentos médicos, ópticos y de precisión y relojes",1.0233350938352128e-05,2.739103511690348e-05,2.593334781217249e-05,1.044599382328954e-05,1.1450491019844063e-05,4.86657169687869e-06,1.4043594230578678e-05,3.691995685610556e-05,3.211039436818712e-06,4.913153208967016e-05,0.0001441357867923953,4.710385018413192e-08,2.7382503730181574e-07,4.477451186435388e-08,4.866219096330799e-06,8.381163973211526e-05,4.1578800018989404e-05,1.5050178140492924e-07,1.723849687762877e-07,3.826220389629013e-06,3.0285381845160895e-06,1.653882528361706e-05,2.0019971844526836e-05,1.874109942384616e-05,4.130160372774429e-05,4.0937668246824955e-06,7.015576468569273e-06,5.178752823389574e-06,9.88823916565411e-08,1.0910390983434075e-05,7.48143612862285e-05,6.561314280252555e-06,5.674959264356259e-06,4.0488634517815e-06,4.657318856424043e-06,1.0322353757933939e-05,5.207006201721228e-06,4.9281849722202e-06,1.1708293676264615e-05,7.952265480104948e-06,7.113488847829621e-06,4.18090984618774e-06,4.746559736880759e-06,4.284204586564882e-06,0.00015960033629593872,6.228121805133696e-05,0.00014034171705704657,4.3107130682647327e-07,4.496448098271491e-08,1.575724783051601e-06,2.878922043525759e-06,2.1427710556499773e-06,0.0007486441638127354,0.00020886494583096277,8.833133560976435e-08,3.8593617953059045e-06,2.715917361845908e-06,3.4883827764097477e-06,3.652502321450649e-06,3.0902316935040182e-06,1.2524199100950368e-07,1.3524777453326883e-05,1.0190614192959801e-07,0.00016643915423084153,4.7674158163644275e-06,4.603422918023961e-06,1.7198033467792592e-06,0.005138532832742142,7.612602874367777e-06,3.658798602254647e-06,5.817541152471657e-08,0.0007395344211970948,0.004034170770649539,0.006492073530527001,0.004830983244790116,0.011863231744931682,0.0,1.6929987222938642e-07,1.2689531369261767e-07,1.9480391765230014e-06,0.0012685490398592085,1.0734121220216257e-07,3.974847167126424e-06,0.0002952937674499864,0.10768345966703835,0.00010791454368713627,0.012832624603901634,2.18804774001802e-05,0.01382642208246457,0.08765271192123864,9.716199954674203e-06,0.0006537741839483189,3.6704189256854065e-07,1.9138196303082274e-08,0.0013597045945586282,0.008063680537370693,0.002899187720020867,0.007170264636644839,5.233201260416523e-07,4.063716645928404e-06,6.668979691122871e-08,3.210434874638503e-08,0.0,6.391197531463865e-08,3.0681106855942385e-07,3.5235724717069893e-07,8.423581276674851e-08,1.3100122266847147e-07,1.186963420797418e-07,5.02092412194079e-07,4.175170056598609e-05,0.0,0.007191087574995659,0.005071682734271277,0.04155825749431515,0.052792565653854664,1.4604003322410756e-05,0.03138083397393111,2.2229332031338357e-07,0.002198564188422547
Vehículos automotores,0.0026721954753944994,0.0037667068049071456,0.004657673429815529,0.0016442108027336754,0.0010805544559837463,0.00158192207040892,0.0015387778581054173,0.0030352635296720105,0.007285848482141658,0.001809980679280308,0.00028599788230017814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008726297807443474,0.0,0.0,0.0,0.0034784214134057695,0.0005989119918613125,0.0008669667205157245,0.00017740949177806018,0.0007202077879574141,0.0024233930568511143,0.0005991200984780452,0.0003442147657519955,0.001338020526276338,0.0,0.0,0.0,0.0,0.00025182486376201004,0.0004571859005808349,0.0002862930526477286,0.0007452528981792373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018672130732672355,0.0010071752180332604,0.0,0.0004987739502220881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2815444990386392,0.0053261997012999515,0.02749641595030654,0.00016237706149525584,0.041771410926491795,0.0,0.0,0.0,0.0,0.0,0.0,0.0023813809995756243,0.008430752463429569,0.0,0.0,0.07299671769492053,0.0266575188229593,0.0,0.0,0.0,0.013552201814257649,0.008391655903636252,0.0,0.0,0.0,7.327157430118317e-05,0.0,0.040877624552706396,0.0015255203004478537,0.0,0.0,0.3222771292180469,0.05203494783371265,0.0,0.08602051006134974
Carrocerías y remolques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006037739974088185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04913472478183866,0.4670735593425748,0.0038583298709745006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040920234124420374,0.0,0.0,0.0,0.0,0.0,1.6908290339762785e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autopartes,0.001787928463012457,0.002526074085987437,0.0031186752195845498,0.0011020871051423023,0.0007268055868944978,0.0011594995783229696,0.0010330355962390268,0.00202944416451108,0.004857426929878488,0.0012164592901855226,0.00019375097875304516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005817531871628982,0.0,0.0,0.0,0.002318888090749999,0.000399274661240875,0.0005779860026515572,0.00011827697570204187,0.00048013231554646757,0.0016156033176188014,0.00039942649837203443,0.00022972923793580316,0.0008920000381542996,0.0,1.5016582007806831e-06,3.7786648755632637e-07,1.2262641148004773e-06,0.0005408779880693425,0.0003047906003872232,0.00019097263273915933,0.0004969972888457329,0.0,4.4964480982714914e-07,0.0,0.0,3.0092467830712794e-06,0.00038243132567147874,0.00017285240794831887,0.0,6.298079205615583e-05,0.0,0.0,6.891951648480578e-07,0.0012450708061679415,0.0008102321871708159,0.0,0.0003325197411162783,4.338565918361602e-06,3.3240970454925503e-06,0.00011039112189577798,1.2269328754461788e-06,0.0001568021471816905,4.087701154329779e-06,4.82731543334121e-06,1.0233054887197645e-05,2.2009346091840034e-05,0.009106911662363567,0.002695211415409582,0.00013840546665410772,0.0010521006694098364,0.0,2.4167556760744913e-05,2.174139707933516e-05,8.740358907676697e-05,0.00010004233032871257,5.163112306924019e-05,0.0010454499663832188,0.00013380004307554316,0.0016629708376399404,0.2193249067589338,0.06922947506496191,0.09892771623660362,0.006222131276262629,0.19046626745448242,2.0722403858132834e-06,2.643673588391604e-06,0.0,0.0,3.704469056756058e-05,0.015366826334815136,0.0019140718316558302,0.006196224342455332,0.0,0.0,0.09966281972130668,0.040577380446000365,0.0,0.03952540245370856,0.0,0.0,0.0015832121009510382,0.0,0.0,0.0,7.274545399043233e-05,0.0,0.04678906052022251,0.0010175265976140894,0.0,0.0,0.2148515411787256,0.024831626074783415,1.0961360277522018e-06,0.05734700605618233
"Buques, locomotoras y aeronaves",0.0035447126992796747,0.0,0.00037342058060668427,4.6213885559417056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.29327332899626724,0.0,0.0,0.0,0.0,0.6392413199907097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05749364870128943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00152625136086104,0.002273627696470439,0.0,0.0,0.0,3.057557023465241e-09,0.0,0.03837089653162492,0.0,0.03162180423326785,0.0,0.0,0.0,0.0,0.0,0.0,0.03690833375893388,0.0,0.0,0.0,0.0,0.0,1.5253920945642529e-06,0.0039097236663273305
"Motocicletas, bicicletas y otros tipos de transportes",0.00010923902595433199,0.0002968528095282487,0.00025077081172016557,0.00019621785130861477,0.0001011529945403807,2.1682327945394724e-05,1.6702492786544044e-05,0.00022352456894508544,4.086777465041998e-06,2.2211310407743493e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.489250865145266e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006188580248013716,0.0,0.0,0.7548453889477205,0.0,0.0009165049829470464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1917057612693267e-08,0.0002989636905733472,0.0,0.0,0.0,0.0,0.0,5.768949805768461e-05,0.0,0.0,0.0,3.195781415134515e-08,0.0,6.454524493825163e-06,0.0,0.0,0.0,0.0,0.0,1.533057381471611e-08,0.0
Muebles y colchones,1.9838612178555145e-05,4.550822271878464e-05,4.109589175533484e-05,1.8162000150111392e-05,1.9573488922810367e-05,1.810178669095785e-05,2.1806260912545673e-05,1.779627972434149e-05,5.254428169339711e-06,2.899100796515179e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07080668808988372,0.03430873038221487,0.0,0.0002778459494792173,0.0,0.07415760615010207,0.0030349687517781856,0.0,0.0,0.0,0.1649189485884527,0.0017035025626546368,0.004180551076287947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024104719872001666,1.0449472437718981e-07,0.00043079738338412416,0.0002233186433055155,0.0001327151097017401,0.0,0.0,0.0433654146253371,6.745452478475089e-07,0.0
Otras industrias manufactureras,0.00019944971014180946,0.0004074752807567646,0.00031012063987309396,0.00014300205337399816,0.00014758410647799016,0.00014243114106935253,0.0001875881742827825,0.0001632790355778574,3.9408211270047836e-05,0.00021363139039682792,0.00028644450023108416,0.00012386674203637683,0.00017223594846284209,0.0001901275022133347,0.0001741311951736005,0.02557533494469497,0.0004967701693408034,0.00032739781272374794,0.00025194063186654447,0.000184963171008954,7.952716936377435e-05,0.0010573639003253644,8.16179769126311e-06,0.0879354750887985,0.0013310416646440287,1.3150035875796972e-05,0.00022233980808081082,0.00014946379137878893,0.001320623781768935,0.0005791472584284441,5.62446868858281e-05,1.919080608709944e-05,1.139905237515716e-05,8.86211410389933e-06,0.0005596048045124873,0.04646072355122726,0.00013524461768470646,0.1962869538054686,1.9240902195260034e-05,8.707963223097379e-05,7.726842197444268e-06,6.382286867241693e-05,5.7901355243742266e-05,7.409287507799212e-06,0.008382549880552802,0.004305256478030078,0.010243291444036793,1.0511053782892088e-06,2.0159075640583855e-06,5.463755756616794e-06,3.1400007582572617e-06,5.678928754045021e-06,1.296105847311728e-05,6.228828057953249e-06,6.4592289164640176e-06,2.8945213464794284e-06,1.2783542065240221e-05,3.220612549206464e-05,9.58607820197753e-06,9.042127647560575e-05,1.3839240006550156e-05,6.829524354816239e-05,5.701082495728067e-05,0.00011931791625650059,1.3516605891340345e-05,6.827110259781298e-06,9.563784465016368e-06,1.4838763607007664e-05,1.2263103462989338e-05,1.1072175874885791e-05,2.623711059764717e-06,2.8549515777634988e-06,1.5015471629848041e-05,4.2358918043919825e-05,8.883836541878965e-06,3.2213033071050213e-06,1.262986950359561e-06,7.279894505863616e-06,5.583393802475178e-06,1.0796361701211815e-06,7.023594933125939e-06,4.2220876799517276e-06,5.408398604450708e-06,8.14985478224775e-06,1.3610651065135525e-05,3.3693984022125182e-06,2.530752203714859e-05,1.7857479571311087e-05,0.005932626266265749,0.06038857831334431,0.0035685900726181653,0.038180689298862515,7.566443705755875e-05,8.038042447294555e-07,5.106627905341294e-06,0.011143038956355811,0.00018522128640001322,0.000991415357045935,0.0009330634309783273,0.0008022205673136726,3.2277861705034695e-06,1.398832338235348e-06,1.7682459106660948e-07,3.131686790417294e-06,1.4113309153733497e-05,9.902142125617591e-06,3.730443136813148e-06,6.149197392058051e-06,5.593709169466667e-06,2.363696586636741e-05,0.006956599473296993,0.0,0.007678063498469057,0.0141753994934972,0.0009392290198067993,9.408164463466602e-05,0.05436084666709262,0.044386142449160976,0.0007417008264428728,0.0013105973034122365
Electricidad,0.0005777783252838376,0.04375966298587001,0.002496888243611147,0.0022258940413618254,0.0002919665494107492,0.010693914213608645,0.010187047092542586,0.00026541540023036666,7.794068451187238e-05,0.0039324515187799045,0.005230017775799667,0.011794304375695983,0.26991125604366084,0.0335525117825807,0.019456911675700222,0.1902556183985016,0.05450914016059101,0.06069808332406963,0.03017839139979148,0.028330307642303484,0.009524550687757467,0.09415749923317589,0.003619223906317249,0.0601460494649339,0.0857219162225219,0.01505408966770264,0.02144904573319385,0.017724447701243012,0.05390247269263872,0.029892587048812785,0.07343592007112186,0.02510988501395351,0.013030173242503194,0.011299291030871688,0.013931642817250924,0.031944442755837694,0.017508096599907475,0.027340812043574254,0.049921134816948806,0.017838663763624724,0.01847723440694868,0.040028774411135004,0.013179027486801895,0.009190607500778571,0.003637664568735886,0.003668663831488775,0.01075001644905673,0.007979448764023345,0.04644552855140374,0.008342716821035481,0.02071349129409387,0.003938132181129819,0.00754321397312261,0.008991425051300862,0.007597168388873758,0.028024922028415347,0.014299164431634473,0.01704829164805991,0.01931477803367468,0.021645537039846216,0.01769418848982268,0.038583248313180725,0.033444248355639666,0.008583918850992437,0.02340231575705563,0.06909291762083661,0.022579392519316854,0.005713314482477082,0.008047069227129605,0.010511690072250352,0.010568529215296074,0.006678897026747094,0.010575348866838735,0.022377351005352483,0.01519612598833417,0.01095305249550916,0.0008435604658446994,0.01144183558984668,0.005264209790100346,0.009201081908100149,0.03105385925251303,0.004964924648794759,0.006667154508564884,0.009120478749372343,0.011230613821379763,0.01458695540655327,0.025418946422906517,0.021135853785851512,0.007449901730775636,0.0943797087557045,0.030891999030465973,0.016921871388553045,0.3652810042847298,0.00224875720380847,0.2392514029702831,0.05537448957298098,0.02130058377237264,0.0543581183299849,0.07755197059464211,0.13532477932499187,0.005948123007329709,0.005502298594166927,0.0011118050191687378,0.0035212302799600167,0.09570543552986234,0.01957788116772619,0.004625412546397236,0.011718384250726991,0.005266612012878337,0.016955441898998988,0.008227249857502325,0.0047206333933681515,0.20532054146705597,0.03305447903498339,0.02803567741910126,0.053567462920709956,0.4412515630847306,0.13844366454129803,0.01393828942729813,0.023449429108521793
Gas,0.00020518753509147554,0.0004706701836492668,0.00042501739276278527,0.00018785094518518138,0.00020247376184295694,0.00018810193290608003,0.000721022494174769,0.00018405967085268003,5.4003845073769254e-05,0.00029978177316607055,0.00024450301635600127,0.0008655823989770944,0.054686419674657524,0.0034762110145433508,0.01125790452740313,0.06522640862151871,0.07871993155392677,0.04971626933851475,0.016456440144593493,0.006896530227500059,0.003588548545257387,0.07870329941739132,0.047207589767308634,0.01879739984598364,0.025780317804301702,0.005137141843153536,0.026871007023941195,0.00702745680587819,0.03031744016428716,0.0076463606157131745,0.01676913020180772,0.005894920416838012,0.024989204065589948,0.003204502240609981,0.003883626418719456,0.0043519329513299594,0.01405877920108727,0.0023579469636315115,0.0073528493667839555,0.0006683739622598734,0.005211332059866079,0.03445178197508351,0.006616512408758443,0.0033635324300934576,0.00016216603207871863,0.0002283398889347525,0.001277619683276798,0.0,0.028033427914120657,0.0060218606919061595,0.019304527088684225,0.0019420531243059776,0.0030671479026051296,0.004843569736890027,0.0077469452098170655,0.021229384395528954,0.008862998288012125,0.009669969018739052,0.0016977638331911935,0.049996931710780054,0.01915204701250364,0.06657868318811816,0.05747447525725102,0.0038376895133390896,0.030044855609556904,0.023394985389984045,0.01121063249543256,0.0011522715627767623,0.00511726866680945,0.003847408712400193,0.004482630707002053,0.0022690601629044107,0.002487858381382491,0.009609143331875063,0.0028213241023015553,0.005357326520737025,0.0003979557063587489,0.0018530294265186919,0.0006357878200379121,0.002515833920600646,0.014588577343190889,0.002036906842748237,0.001502524809888273,0.003983142618818949,0.0026307239458738794,0.008358041653700736,0.0016628824198268394,0.006140577986413469,0.0013965718962935065,0.027333279027341804,0.002341398337382528,0.006036262137609001,0.0,0.0,0.011225276942601286,6.264558373797001e-05,0.0013205355711873846,0.0033022441498860235,0.043014477651286936,0.07252107534618069,0.015198511350353348,0.002829418934937894,7.022656643668498e-05,0.0002224136740949425,0.006320831395911673,0.0012365887241443582,0.0015791687819382341,0.0007681440092877561,0.00039060085199266333,0.000865427080320779,0.0008312635810612363,0.0006503174584818091,0.03002057952970195,0.010369581414335714,0.014282793428865986,0.012868035177783312,0.06261502934491918,0.015164040555222245,0.004619055898652519,0.002446301868543987
Agua,7.671543094934542e-05,0.00017596991126183573,0.00015891229307421118,7.023398387903203e-05,7.569347787721094e-05,7.032624778803853e-05,0.00017957855107858962,6.881411249376284e-05,2.0141974649135558e-05,0.00011207776171263671,0.0002120623139201917,6.582865462906749e-05,0.0,0.00030316821983354013,0.0010781674478305562,0.0495301931432135,0.0022249043959528423,0.0012847584569631782,0.0005906016770881101,0.00035823754517544864,0.000196787681145001,0.01501131037810652,0.0016033591081581334,0.004941788834083812,0.013592445323918371,0.0006049135507716161,0.00467210409820296,0.0014479875975793347,0.007782686958915553,0.013965467609632411,0.0013068408359281775,0.0013313083165681111,0.003996276833651811,0.0004939613411173429,0.0012490556587420772,0.004043215904758955,0.0016776973981945797,0.0036995505495305333,0.003834834621784656,0.00023242937350622533,0.00038271839008253603,0.0008818063002995908,0.0007029496473598083,0.0005743334212333929,0.0005800229794961191,0.00048128406633136267,0.001326611769732346,0.00033280476412922205,0.0016766730372842927,0.0002809265545168328,0.0036931065996881683,0.0007498996146887822,0.0017535953568072215,0.002045999963229508,0.0005598108808438328,0.0011654939918220788,0.00019777029271993434,0.0019600043649003643,0.0005428653402684157,0.0005546691608920171,0.0011124828588070848,0.0007686419099602834,0.0002586151424080021,0.0013776932236218354,0.00025956525738760186,0.0011082155494263276,0.0006392320281074592,6.00226728246108e-05,0.00037205485760115364,0.001259527051815944,0.0009176647589320317,0.000498626032704082,0.0008159671600950288,0.000804318423373742,0.0023519221827692284,0.0012131198161464147,0.00013180991081934327,0.0010180847816514153,0.0006788899282555046,0.0003045747517317951,0.0016011162599427217,0.0010542338254415059,0.0008171568999893266,0.0010184944733698353,0.001238497611921727,0.00022442935053366723,0.0014770325326413567,0.0009798604532034402,0.0011548248455599374,0.005447332975924133,0.003598520908919217,0.0025082482615957817,0.0002681980874054231,0.00014495269879954514,0.010288318913240339,0.0032728170053085625,0.003142134885391366,0.007769558793019,0.029084807951325994,0.024090427300520342,0.0013073934476274189,0.000693755102288728,0.0,0.002694081495437963,2.2559637394075282e-06,0.0061637130463473595,0.00025104678941998673,0.0002618295237230206,0.001171920099928399,0.0027459176539605876,0.003258027543553484,0.0013146933564492297,0.019879349332060384,0.02191530164736696,0.006900781023564424,0.011770780647916219,0.21327540412015444,0.09679367475400755,0.003583192021852874,0.00772117691295088
