,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Seguros,46.40,1.07,2448.11,11875.80,0.96,118.92,0.00,0.00,0.00,0.00,6525.71,3082.85,891.75,2787.10,3285.68,640.40,1240.11,1236.91,2627.34,1395.39,279.85,3975.67,466.15,548.56,854.07,2658.40,120.28,1612.97,384.53,3209.33,823.70,2693.66,576.16,1101.56,1084.87,4606.11,881.99,201.83,1610.38,1020.75,2388.69,1798.20,1519.61,1019.71,862.60,1109.86,3380.12,1203.10,2503.29,871.11,1734.30,1158.10,4862.31,2054.91,1062.15,608.37,412.99,854.46,5412.58,678.84,801.53,782.33,554.63,770.98,891.92,742.84,1013.88,1281.26,474.25,676.40,1893.69,1073.82,1399.92,601.80,1307.05,905.14,121.66,683.56,391.07,349.70,767.94,326.36,961.26,649.25,628.43,3655.92,506.64,2800.42,649.90,253.03,2748.22,1046.50,3179.42,513.64,1010.93,29106.17,4555.56,7704.92,2092.67,7061.94,139246.80,122039.30,1709.30,4967.84,13632.28,22214.63,631.83,7605.51,15852.23,75697.65,61936.48,2481.22,32366.29,994.74,665.67,247.48,45137.95,22.01,91.37,8684.80,10756.82,8598.35,11821.79
Servicios a las empresas y profesionales,12124.74,2802.83,1925.28,3213.06,1568.67,13404.56,7998.84,2053.00,19.10,5865.53,35891.52,268682.30,4478.28,51641.86,110661.76,9499.47,54796.95,98603.37,153058.94,63985.93,15593.10,165325.74,24635.37,52094.14,49187.96,172170.37,15777.43,70346.45,65480.23,180130.52,89965.77,38246.72,5108.51,22166.40,15663.55,119621.30,35722.70,8054.41,46554.86,12292.71,18505.08,37616.75,28392.24,59781.08,40453.85,164892.46,110643.11,173461.60,65043.40,50089.54,68679.67,36174.89,421544.96,255702.06,61091.89,5637.76,11156.44,17963.70,121865.33,34092.25,31366.08,60849.54,48209.25,24872.37,169369.78,49277.78,38327.13,52109.05,19566.81,15069.41,61273.87,19886.62,43755.67,26358.68,23957.47,42192.99,1601.00,16214.83,12113.25,9018.18,14215.31,8529.36,19543.34,18302.75,25736.25,146986.88,10187.16,62420.59,8584.09,7447.94,59003.66,20996.80,204701.38,13527.05,66261.17,1016205.93,785245.06,1300993.00,116202.76,371851.80,101604.86,163981.55,55338.41,30667.71,75589.58,784964.74,17418.13,421570.15,1238376.55,489269.91,771025.13,276886.91,1131074.87,66389.72,172617.46,125652.71,504390.39,1612.07,23561.92,453175.74,273606.06,314013.34,472953.55
Actividades inmobiliarias,2515.56,669.73,442.15,758.74,369.64,3303.99,485.22,513.19,4.73,269.74,5199.60,22666.11,561.59,11175.15,18083.28,109.73,9382.03,1859.62,7094.00,3083.96,492.55,42928.72,805.19,2808.08,7648.38,11768.14,313.27,5491.72,1411.72,8944.30,3721.67,7412.31,95.35,210.83,7799.54,61382.46,2857.52,48.05,8104.05,4941.24,10132.62,2382.03,180.70,3827.19,3455.78,6497.15,13711.12,14640.95,5045.87,6276.55,6756.55,2859.28,14223.23,11450.40,3695.24,1246.87,2737.76,1384.09,27847.00,2402.46,1867.23,1280.51,1618.43,116.95,2493.44,1071.42,4259.46,2955.76,4275.38,3718.58,12273.66,3479.51,7094.19,871.44,5967.12,240.60,561.98,577.27,884.66,677.49,2270.39,2412.72,3858.66,1805.14,6789.45,11204.62,1225.02,4005.35,3131.78,1052.72,25695.34,3208.19,50530.84,3120.13,8045.34,0.00,923896.47,1527581.18,119090.06,455773.76,6566.62,168359.72,2222.26,289.65,8681.25,453480.47,17193.14,167931.14,216343.11,81416.07,371140.48,200033.28,204725.12,33910.96,54315.68,1762.01,277110.52,0.00,7096.81,28736.57,92025.66,38936.89,360061.67
Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,38059.01,6475.39,5040.39,9649.82,6378.16,78846.64,24318.07,2271.75,242.00,2947.01,5967.17,3181.95,3000.00,10000.00,5899.00,0.00,538.50,22539.46,20042.65,7600.11,2022.84,12402.21,3840.67,1981.16,6021.86,8028.42,2387.94,1368.92,683.29,9292.17,8626.06,2415.13,121.19,46.28,314.31,2349.34,5655.44,1045.71,2340.02,143.01,360.87,7523.24,869.68,1495.54,4403.95,12189.23,3210.50,0.00,7311.59,5976.48,10043.87,386.66,38400.88,18333.77,4448.44,94.96,151.39,0.00,499.43,3386.72,3342.07,6716.97,6950.73,2704.65,20639.72,7734.45,1565.48,6037.87,2012.61,5.43,550.54,263.51,231.92,0.00,83.03,245.88,169.19,0.00,13.01,387.31,979.72,0.00,987.77,187.76,682.77,8552.22,0.00,682.43,91.10,999.65,0.00,237.13,51368.41,6143.50,23644.81,59060.24,47510.03,72946.52,0.00,0.00,15094.84,10687.63,3680.16,5084.08,2907.70,69194.08,35923.40,163651.03,41831.57,11677.01,27383.39,0.00,31720.37,0.00,0.00,0.00,38788.97,0.00,0.00,0.00,95763.17,0.00,34648.00
Enseñanza pública,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Enseñanza privada,887.51,171.75,110.75,196.29,87.10,936.70,410.43,120.50,1.31,66.44,86.34,43567.60,0.00,445.31,3006.44,0.00,274.44,11487.29,10214.79,3873.41,1030.95,6320.53,1957.40,1009.70,3069.04,4091.70,1217.01,697.68,348.24,4735.75,4396.29,1230.87,61.76,23.59,160.19,1197.37,2882.31,532.95,1192.61,72.89,183.92,3834.24,443.24,762.20,2244.51,6212.26,1636.22,33310.25,3726.37,3045.91,5118.86,197.06,19571.07,9343.85,2267.15,48.40,77.15,0.00,254.54,1726.06,1703.30,3423.30,3542.45,1378.41,10519.07,3941.88,797.84,3077.24,1025.74,2.77,280.58,134.30,118.20,0.00,42.32,125.32,86.23,0.00,6.63,197.39,499.30,0.00,503.42,95.69,347.97,4358.66,0.00,347.80,46.43,509.47,0.00,120.85,29532.72,4306.64,149.15,0.00,2701.91,4422.91,5251.20,5687.52,67.52,79.51,16.46,194.77,716.00,29722.82,160.69,732.04,0.00,9875.94,118318.16,3741.71,83072.97,14662.54,31034.71,655.11,337.70,0.00,0.00,0.00,11095.08,14.94,62725.56
Salud humana pública,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Salud humana privada,2588.27,946.80,1428.24,2835.13,247.44,2444.54,833.97,207.12,3.26,370.63,534.24,2674.87,0.00,162.02,308.43,507.79,28.15,1178.51,1047.95,397.39,105.77,648.40,200.82,103.59,314.79,419.77,124.86,71.58,35.73,485.84,451.03,126.28,6.34,2.42,16.43,122.83,295.71,54.67,122.34,7.48,18.87,393.36,45.47,78.20,230.28,637.33,167.86,0.00,382.28,312.49,525.16,20.22,2007.85,958.60,232.59,4.97,7.92,0.00,26.11,177.08,174.77,351.21,363.43,141.38,1079.17,404.40,81.84,315.66,105.23,0.28,28.79,13.78,12.13,0.00,4.34,12.86,8.85,0.00,0.68,20.25,51.23,0.00,51.65,9.82,35.70,447.16,0.00,35.68,4.77,52.26,0.00,12.39,2947.55,511.98,54.27,0.00,647.25,1051.82,4056.61,1429.11,942.89,77.72,5.99,101.95,71.53,3633.20,58.47,786.57,0.00,192.35,1901.27,0.00,37280.63,28038.74,21367.21,296274.64,1488255.16,6463.06,11159.69,0.00,1398.73,108.22,35541.79
Servicios veterinarios,0.00,0.00,0.00,0.00,0.00,1184.51,1456.55,0.00,0.00,0.00,152.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24629.23,0.00,0.00,0.00,0.00,0.00
Servicios sociales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Servicios de saneamiento,23.82,5.29,3.49,5.99,2.92,26.08,5.52,4.05,0.04,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27310.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Actividad de asociaciones,1593.98,353.66,233.49,400.67,195.20,1744.73,507.55,271.00,2.50,142.44,0.00,0.00,0.00,0.00,123.84,0.00,13.30,398.63,468.52,193.45,0.00,0.00,93.70,41.43,0.00,0.00,30.86,35.11,15.13,234.13,221.18,59.42,0.00,0.00,0.00,0.00,0.00,0.00,53.73,0.00,0.00,165.58,0.00,0.00,0.00,309.94,0.00,0.00,180.92,142.77,239.77,9.91,963.54,446.45,0.00,2.43,3.88,0.00,0.00,86.84,0.00,0.00,178.22,0.00,526.98,188.51,0.00,0.00,0.00,0.00,0.00,6.76,0.00,0.00,0.00,6.23,4.34,0.00,0.00,7.96,0.00,0.00,24.92,3.61,0.00,207.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5187.90,0.00,0.00,0.00,0.00,239500.04,6108.06,0.00,0.00,0.00,0.00,248776.41,2851.30,0.00,0.00,0.00,1975.19,0.00
"Servicios de cine, radio y televisión",699.65,138.34,89.56,157.87,71.18,742.49,735.60,98.54,1.04,551.72,57.65,5551.06,0.00,0.16,9322.20,449.48,6160.47,6327.45,20400.87,3716.48,1593.47,17081.27,869.57,8846.15,3460.73,38048.97,2747.45,13749.61,17225.27,35196.71,14540.08,1102.62,198.18,2104.21,1240.74,9609.92,855.01,271.84,6441.47,310.58,1101.67,1735.21,1488.31,9689.76,4422.63,19708.80,8249.95,14324.85,1815.84,6213.94,1485.95,5024.85,64791.67,62486.22,3354.66,230.39,2161.38,909.30,7014.54,832.02,1312.62,3445.09,1940.68,1089.81,3673.94,1323.08,356.55,1380.39,459.64,1063.23,4584.02,1196.09,1954.71,3425.26,1070.60,5756.06,90.32,792.36,1359.13,192.27,690.53,540.54,1235.32,2077.09,1698.74,20076.78,828.05,2356.15,94.22,460.51,5571.91,2205.64,2989.66,917.00,3148.18,0.00,75665.38,124908.79,5065.86,11904.76,2501.41,3097.68,298.91,122.40,3668.40,8632.87,6122.77,87201.16,91329.45,42605.09,69562.03,3884.96,53469.80,2191.35,6274.43,673.97,9904.34,232.73,1117.26,1646.81,25253.31,115466.38,22616.56
"Servicios personales, de reparación, actividades deportivas y de esparcimiento",35186.66,99.35,808.68,9759.61,1152.26,34257.94,2358.82,33796.57,889.76,4380.33,0.10,279290.31,13991.34,204327.10,9161.29,697.45,2579.52,27936.16,30720.20,12562.82,3367.08,21351.42,6490.72,3148.43,9873.97,14395.13,2711.83,2577.82,1003.73,16196.88,13932.80,4669.70,207.44,652.56,559.49,4504.79,9197.32,1698.65,3620.66,212.54,923.27,10990.12,2169.67,2972.88,1544.91,4351.50,1142.70,228520.12,12149.06,9280.51,15437.16,1509.50,65791.68,30419.75,7930.42,588.41,54.05,0.00,2825.08,1209.11,6010.57,10860.37,11321.25,4587.52,34832.74,12940.92,558.90,2155.58,718.52,1.94,803.03,1021.05,1371.50,286.32,287.27,1546.92,273.09,411.86,574.33,1237.98,1995.95,0.00,352.65,67.03,243.76,3053.26,0.00,243.64,31.91,356.89,562.02,84.66,120281.42,19158.52,47174.32,1545.43,75459.64,139825.13,5355.19,28907.60,170455.80,228305.51,28691.28,55.44,12535.20,156121.06,112851.52,344142.66,57151.41,29187.09,786993.68,30922.38,428828.34,15714.63,34004.70,28187.71,71940.59,26.36,11479.30,15195.68,216010.98,299814.30,278052.50
